,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Generator ID,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Technology,Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),FOM(2012$/MW/yr),VOM(2012$/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,YearAddedCE,Retired,YearRetiredByCE,YearRetiredByAge,GAMS Symbol,DataSource,ATBTechnologyType,ThermalOrRenewableOrStorage,CAPEX(2012$/MW),NSPSCompliant,NOxEmRate(lb/MMBtu),SO2EmRate(lb/MMBtu),Lifetime(years),SO2 Scrubber,CoalType,ECAPEX(2012$/MWH),PlantCategory
241,Pasadena Cogeneration,55047_G_STG2,55047,G,STG2,,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,165.0,6694.0,2000.0,9999.0,,,Y,Natural Gas,,,,,SCR,2000.0,,,,,,,,0.02728,0.02728,0.02728,0.02728,,,,,,,,,,,,Natural Gas,55047.0,29.72475,-95.176479,,,,,,,,,3.419101677638398,117.0,POINT (-95.176479 29.72475),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,52.47,16844.81991996443,66.0,0.0,13170.0,3.5999999999999996,26.487466630111435,1,0.0,1,1,0,False,False,False,55047+STG2,,,,,,,,,,,,
242,Channelview Cogeneration Plant,55187_G_GT1,55187,G,GT1,4077.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,169.0,5500.0,2002.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,0.001,0.01055,0.01055,0.01055,0.01055,,,,,,,,,,,,Natural Gas,55187.0,29.836952,-95.121744,,,,,,,,,3.419101677638398,117.0,POINT (-95.12174400000001 29.836952),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,53.742,17253.179190751445,67.60000000000001,0.0,13170.0,3.5999999999999996,22.405059227011186,1,0.0,1,1,0,False,False,False,55187+GT1,,,,,,,,,,,,
243,Channelview Cogeneration Plant,55187_G_GT2,55187,G,GT2,4078.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,165.0,5500.0,2002.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,0.001,0.01055,0.01055,0.01055,0.01055,,,,,,,,,,,,Natural Gas,55187.0,29.836952,-95.121744,,,,,,,,,3.419101677638398,117.0,POINT (-95.12174400000001 29.836952),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,52.47,16844.81991996443,66.0,0.0,13170.0,3.5999999999999996,22.405059227011186,1,0.0,1,1,0,False,False,False,55187+GT2,,,,,,,,,,,,
244,Channelview Cogeneration Plant,55187_G_GT3,55187,G,GT3,4079.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,165.0,5500.0,2002.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,0.001,0.01055,0.01055,0.01055,0.01055,,,,,,,,,,,,Natural Gas,55187.0,29.836952,-95.121744,,,,,,,,,3.419101677638398,117.0,POINT (-95.12174400000001 29.836952),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,52.47,16844.81991996443,66.0,0.0,13170.0,3.5999999999999996,22.405059227011186,1,0.0,1,1,0,False,False,False,55187+GT3,,,,,,,,,,,,
245,Channelview Cogeneration Plant,55187_G_GT4,55187,G,GT4,4080.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,167.0,5500.0,2001.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,0.001,0.01055,0.01055,0.01055,0.01055,,,,,,,,,,,,Natural Gas,55187.0,29.836952,-95.121744,,,,,,,,,3.419101677638398,117.0,POINT (-95.12174400000001 29.836952),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,53.106,17048.999555357936,66.8,0.0,13170.0,3.5999999999999996,22.405059227011186,1,0.0,1,1,0,False,False,False,55187+GT4,,,,,,,,,,,,
246,Channelview Cogeneration Plant,55187_G_ST1,55187,G,ST1,,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,144.0,5500.0,2002.0,9999.0,,,Y,Natural Gas,,,,,SCR,2002.0,,,,,,,0.001,0.01055,0.01055,0.01055,0.01055,,,,,,,,,,,,Natural Gas,55187.0,29.836952,-95.121744,,,,,,,,,3.419101677638398,117.0,POINT (-95.12174400000001 29.836952),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,45.792,14700.933748332593,57.6,0.0,13170.0,3.5999999999999996,22.405059227011186,1,0.0,1,1,0,False,False,False,55187+ST1,,,,,,,,,,,,
247,Channel Energy Center LLC,55299_G_CTG1,55299,G,CTG1,4477.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,185.0,6052.0,2001.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.01223,0.01183,0.01223,0.01183,,,,,,,,,,,,Natural Gas,55299.0,29.7189,-95.2319,,,,,,,,,3.419101677638398,117.0,POINT (-95.2319 29.7189),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,58.83,18886.61627389951,74.0,0.0,13170.0,3.5999999999999996,24.292403353067584,1,0.0,1,1,0,False,False,False,55299+CTG1,,,,,,,,,,,,
248,Channel Energy Center LLC,55299_G_CTG2,55299,G,CTG2,4478.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,185.0,6052.0,2002.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.01223,0.01183,0.01223,0.01183,,,,,,,,,,,,Natural Gas,55299.0,29.7189,-95.2319,,,,,,,,,3.419101677638398,117.0,POINT (-95.2319 29.7189),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,58.83,18886.61627389951,74.0,0.0,13170.0,3.5999999999999996,24.292403353067584,1,0.0,1,1,0,False,False,False,55299+CTG2,,,,,,,,,,,,
249,Channel Energy Center LLC,55299_G_CTG3,55299,G,CTG3,,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,183.0,6052.0,2014.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.01223,0.01183,0.01223,0.01183,,,,,,,,,,,,Natural Gas,55299.0,29.7189,-95.2319,,,,,,,,,3.419101677638398,117.0,POINT (-95.2319 29.7189),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,58.194,18682.436638506002,73.2,0.0,13170.0,3.5999999999999996,24.292403353067584,1,0.0,1,1,0,False,False,False,55299+CTG3,,,,,,,,,,,,
250,Channel Energy Center LLC,55299_G_ST-1,55299,G,ST-1,,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,215.0,6052.0,2002.0,9999.0,,,Y,Natural Gas,,,,NH3,SCR,,,,,,,,,0.01223,0.01183,0.01223,0.01183,,,,,,,,,,,,Natural Gas,55299.0,29.7189,-95.2319,,,,,,,,,3.419101677638398,117.0,POINT (-95.2319 29.7189),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,68.37,21949.310804802135,86.0,0.0,13170.0,3.5999999999999996,24.292403353067584,1,0.0,1,1,0,False,False,False,55299+ST-1,,,,,,,,,,,,
251,Brazos Valley Generating Facility,55357_G_CTG1,55357,G,CTG1,4543.0,Combined Cycle,,ERC_REST,Texas,48.0,Fort Bend,157.0,48157.0,166.0,7093.0,2003.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,2003.0,,,,,,,,0.01306,0.01306,0.01306,0.01306,,,,,,,,,,,,Natural Gas,55357.0,29.4731,-95.6244,,,,,,,,,3.419101677638398,117.0,POINT (-95.62439999999999 29.4731),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,52.788000000000004,16946.909737661183,66.4,0.0,13170.0,3.5999999999999996,27.851688199489153,1,0.0,1,1,0,False,False,False,55357+CTG1,,,,,,,,,,,,
252,Brazos Valley Generating Facility,55357_G_CTG2,55357,G,CTG2,4544.0,Combined Cycle,,ERC_REST,Texas,48.0,Fort Bend,157.0,48157.0,166.0,7093.0,2003.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,2003.0,,,,,,,,0.01306,0.01306,0.01306,0.01306,,,,,,,,,,,,Natural Gas,55357.0,29.4731,-95.6244,,,,,,,,,3.419101677638398,117.0,POINT (-95.62439999999999 29.4731),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,52.788000000000004,16946.909737661183,66.4,0.0,13170.0,3.5999999999999996,27.851688199489153,1,0.0,1,1,0,False,False,False,55357+CTG2,,,,,,,,,,,,
253,Brazos Valley Generating Facility,55357_G_STG1,55357,G,STG1,,Combined Cycle,,ERC_REST,Texas,48.0,Fort Bend,157.0,48157.0,193.0,7093.0,2003.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,2003.0,,,,,,,,0.01306,0.01306,0.01306,0.01306,,,,,,,,,,,,Natural Gas,55357.0,29.4731,-95.6244,,,,,,,,,3.419101677638398,117.0,POINT (-95.62439999999999 29.4731),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,61.374,19703.334815473543,77.2,0.0,13170.0,3.5999999999999996,27.851688199489153,1,0.0,1,1,0,False,False,False,55357+STG1,,,,,,,,,,,,
254,Deer Park Energy Center,55464_G_CTG1,55464,G,CTG1,4821.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,169.8,5703.0,2003.0,9999.0,,,Y,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00865,0.00865,0.00865,0.00865,,,,,,,,,,,,Natural Gas,55464.0,29.713414,-95.134508,,,,,,,,,3.419101677638398,117.0,POINT (-95.134508 29.713414),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,53.9964,17334.851044908846,67.92,0.0,13170.0,3.5999999999999996,23.09913686757178,1,0.0,1,1,0,False,False,False,55464+CTG1,,,,,,,,,,,,
255,Deer Park Energy Center,55464_G_CTG2,55464,G,CTG2,4822.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,169.8,5703.0,2003.0,9999.0,,,Y,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00865,0.00865,0.00865,0.00865,,,,,,,,,,,,Natural Gas,55464.0,29.713414,-95.134508,,,,,,,,,3.419101677638398,117.0,POINT (-95.134508 29.713414),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,53.9964,17334.851044908846,67.92,0.0,13170.0,3.5999999999999996,23.09913686757178,1,0.0,1,1,0,False,False,False,55464+CTG2,,,,,,,,,,,,
256,Deer Park Energy Center,55464_G_CTG3,55464,G,CTG3,4823.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,169.8,5703.0,2004.0,9999.0,,,Y,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00865,0.00865,0.00865,0.00865,,,,,,,,,,,,Natural Gas,55464.0,29.713414,-95.134508,,,,,,,,,3.419101677638398,117.0,POINT (-95.134508 29.713414),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,53.9964,17334.851044908846,67.92,0.0,13170.0,3.5999999999999996,23.09913686757178,1,0.0,1,1,0,False,False,False,55464+CTG3,,,,,,,,,,,,
257,Deer Park Energy Center,55464_G_CTG4,55464,G,CTG4,4824.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,169.8,5703.0,2004.0,9999.0,,,Y,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00865,0.00865,0.00865,0.00865,,,,,,,,,,,,Natural Gas,55464.0,29.713414,-95.134508,,,,,,,,,3.419101677638398,117.0,POINT (-95.134508 29.713414),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,53.9964,17334.851044908846,67.92,0.0,13170.0,3.5999999999999996,23.09913686757178,1,0.0,1,1,0,False,False,False,55464+CTG4,,,,,,,,,,,,
258,Deer Park Energy Center,55464_G_CTG6,55464,G,CTG6,90258.0,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,154.8,5703.0,2014.0,9999.0,,,Y,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00865,0.00865,0.00865,0.00865,,,,,,,,,,,,Natural Gas,55464.0,29.713414,-95.134508,,,,,,,,,3.419101677638398,117.0,POINT (-95.134508 29.713414),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,49.226400000000005,15803.503779457538,61.92000000000001,0.0,13170.0,3.5999999999999996,23.09913686757178,1,0.0,1,1,0,False,False,False,55464+CTG6,,,,,,,,,,,,
259,Deer Park Energy Center,55464_G_STG1,55464,G,STG1,,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,282.0,5703.0,2004.0,9999.0,,,Y,Natural Gas,,,,DLNB,SCR,2003.0,,,,,,,,0.00865,0.00865,0.00865,0.00865,,,,,,,,,,,,Natural Gas,55464.0,29.713414,-95.134508,,,,,,,,,3.419101677638398,117.0,POINT (-95.134508 29.713414),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,89.676,28789.32859048466,112.80000000000001,0.0,13170.0,3.5999999999999996,23.09913686757178,1,0.0,1,1,0,False,False,False,55464+STG1,,,,,,,,,,,,
260,Green Power 2,55470_G_ST1,55470,G,ST1,,Combined Cycle,,ERC_REST,Texas,48.0,Galveston,167.0,48167.0,110.0,7590.0,2003.0,9999.0,,,Y,Natural Gas,,,,DLNB,SCR,2003.0,,,,,,,,0.01042,0.01042,0.01042,0.01042,,,,,,,,,,,,Natural Gas,55470.0,29.378097,-94.932773,,,,,,,,,3.419101677638398,117.0,POINT (-94.932773 29.378097),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,34.980000000000004,11229.879946642952,44.0,0.0,13170.0,3.5999999999999996,29.550981733275442,1,0.0,1,1,0,False,False,False,55470+ST1,,,,,,,,,,,,
261,Green Power 2,55470_G_ST805,55470,G,ST805,,Combined Cycle,,ERC_REST,Texas,48.0,Galveston,167.0,48167.0,241.5,7590.0,2009.0,9999.0,,,Y,Natural Gas,,,,DLNB,SCR,2003.0,,,,,,,,0.01042,0.01042,0.01042,0.01042,,,,,,,,,,,,Natural Gas,55470.0,29.378097,-94.932773,,,,,,,,,3.419101677638398,117.0,POINT (-94.932773 29.378097),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,76.797,24654.69097376612,96.60000000000001,0.0,13170.0,3.5999999999999996,29.550981733275442,1,0.0,1,1,0,False,False,False,55470+ST805,,,,,,,,,,,,
262,Green Power 2,55470_G_TR1,55470,G,TR1,4843.0,Combined Cycle,,ERC_REST,Texas,48.0,Galveston,167.0,48167.0,158.0,7590.0,2003.0,9999.0,,,Y,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01042,0.01042,0.01042,0.01042,,,,,,,,,,,,Natural Gas,55470.0,29.378097,-94.932773,,,,,,,,,3.419101677638398,117.0,POINT (-94.932773 29.378097),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,50.244,16130.19119608715,63.2,0.0,13170.0,3.5999999999999996,29.550981733275442,1,0.0,1,1,0,False,False,False,55470+TR1,,,,,,,,,,,,
263,Green Power 2,55470_G_TR2,55470,G,TR2,4844.0,Combined Cycle,,ERC_REST,Texas,48.0,Galveston,167.0,48167.0,158.0,7590.0,2003.0,9999.0,,,Y,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01042,0.01042,0.01042,0.01042,,,,,,,,,,,,Natural Gas,55470.0,29.378097,-94.932773,,,,,,,,,3.419101677638398,117.0,POINT (-94.932773 29.378097),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,50.244,16130.19119608715,63.2,0.0,13170.0,3.5999999999999996,29.550981733275442,1,0.0,1,1,0,False,False,False,55470+TR2,,,,,,,,,,,,
264,Green Power 2,55470_G_TR3,55470,G,TR3,4845.0,Combined Cycle,,ERC_REST,Texas,48.0,Galveston,167.0,48167.0,158.0,7590.0,2003.0,9999.0,,,Y,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01042,0.01042,0.01042,0.01042,,,,,,,,,,,,Natural Gas,55470.0,29.378097,-94.932773,,,,,,,,,3.419101677638398,117.0,POINT (-94.932773 29.378097),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,50.244,16130.19119608715,63.2,0.0,13170.0,3.5999999999999996,29.550981733275442,1,0.0,1,1,0,False,False,False,55470+TR3,,,,,,,,,,,,
265,Freeport Energy Center,56152_G_CTG1,56152,G,CTG1,,Combined Cycle,,ERC_REST,Texas,48.0,Brazoria,39.0,48039.0,169.4,7590.0,2007.0,9999.0,,,Y,Natural Gas,,,,,,,,,,,,,,0.07026,0.07026,0.07026,0.07026,,,,,,,,,,,,Natural Gas,56152.0,28.988761,-95.395417,,,,,,,,,3.419101677638398,117.0,POINT (-95.39541699999999 28.988761),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,53.8692,17294.015117830146,67.76,0.0,13170.0,3.5999999999999996,29.550981733275442,1,0.0,1,1,0,False,False,False,56152+CTG1,,,,,,,,,,,,
266,Freeport Energy Center,56152_G_STG1,56152,G,STG1,,Combined Cycle,,ERC_REST,Texas,48.0,Brazoria,39.0,48039.0,50.0,7590.0,2007.0,9999.0,,,Y,Natural Gas,,,,,,,,,,,,,,0.07026,0.07026,0.07026,0.07026,,,,,,,,,,,,Natural Gas,56152.0,28.988761,-95.395417,,,,,,,,,3.419101677638398,117.0,POINT (-95.39541699999999 28.988761),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,31.95,5104.490884837705,20.0,0.0,13170.0,3.5999999999999996,29.550981733275442,1,0.0,1,1,0,False,False,False,56152+STG1,,,,,,,,,,,,
267,Rentech Nitrogen Pasadena Cogeneration,58870_G_MG202,58870,G,MG202,,Non-Fossil Waste,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,14.0,7050.0,2015.0,9999.0,,,Y,Non-Fossil Waste,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Non-Fossil Waste,58870.0,29.739444,-95.194722,,,,,,,,,0.0,160.1,POINT (-95.194722 29.739444),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,14.0,1429.2574477545575,5.6000000000000005,0.0,105630.0,5.26,5.26,0,0.0,1,1,0,False,False,False,58870+MG202,,,,,,,,,,,,
268,Friendswood Energy,60468_G_GT-1,60468,G,GT-1,,Combustion Turbine,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,117.0,9086.0,2017.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.011,0.011,0.011,0.011,,,,,,,,,,,,Natural Gas,60468.0,29.647267,-95.451516,,,,,,,,,3.419101677638398,117.0,POINT (-95.451516 29.647267),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,2.0,40.014,2986.1271676300576,46.800000000000004,0.0,7340.0,15.45,46.51595784302248,0,0.0,1,1,0,False,False,False,60468+GT-1,,,,,,,,,,,,
271,Limestone,298_B_LIM1,298,B,LIM1,176.0,Coal Steam,,ERC_REST,Texas,48.0,Limestone,293.0,48293.0,831.0,10342.0,1985.0,9999.0,tangential,dry,N,"Lignite, Subbituminous",Wet Scrubber,1985.0,0.9,LNC3,SNCR,,1997.0,ESPC,No,ACI,2016.0,,0.6,0.16546,0.16546,0.16546,0.16546,0.1,0.1,0.1,0.9500000000000001,,,,,,,,Lignite,298.0,31.4219,-96.2525,,,,,,,,,1.7494556002769337,215.4,POINT (-96.2525 31.4219),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,12.0,148.749,84836.63850600267,332.40000000000003,0.0,37800.0,4.47,22.562869818064048,1,0.0,1,1,0,False,False,False,298+LIM1,,,,,,,,,,,,
272,Limestone,298_B_LIM2,298,B,LIM2,177.0,Coal Steam,,ERC_REST,Texas,48.0,Limestone,293.0,48293.0,858.0,10301.0,1986.0,9999.0,tangential,dry,N,"Lignite, Subbituminous",Wet Scrubber,1986.0,0.9,OFA,SNCR,,1997.0,ESPC,No,ACI,2016.0,,0.6,0.18149,0.18149,0.139,0.139,0.1,0.1,0.1,0.9500000000000001,,,,,,,,Lignite,298.0,31.4219,-96.2525,,,,,,,,,1.7494556002769337,215.4,POINT (-96.2525 31.4219),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,12.0,153.582,87593.06358381503,343.20000000000005,0.0,37800.0,4.47,22.491142138452695,1,0.0,1,1,0,False,False,False,298+LIM2,,,,,,,,,,,,
281,Handley,3491_B_4,3491,B,4,2414.0,O/G Steam,,ERC_REST,Texas,48.0,Tarrant,439.0,48439.0,435.0,14014.0,1976.0,9999.0,wall,dry,N,Natural Gas,,,,,SCR,2003.0,,,,,,,0.5,0.01687,0.01687,0.01687,0.01687,,,,,,,,,,,,Natural Gas,3491.0,32.7283,-97.2192,,,,,,,,,3.419101677638398,117.0,POINT (-97.2192 32.7283),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,7.0,100.485,44409.070698088035,174.0,0.0,37800.0,4.47,52.3852909104245,1,0.0,1,1,0,False,False,False,3491+4,,,,,,,,,,,,
282,Handley,3491_B_5,3491,B,5,2415.0,O/G Steam,,ERC_REST,Texas,48.0,Tarrant,439.0,48439.0,435.0,14074.0,1977.0,9999.0,wall,dry,N,Natural Gas,,,,,SCR,2003.0,,,,,,,0.5,0.01524,0.01524,0.01524,0.01524,,,,,,,,,,,,Natural Gas,3491.0,32.7283,-97.2192,,,,,,,,,3.419101677638398,117.0,POINT (-97.2192 32.7283),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,7.0,100.485,44409.070698088035,174.0,0.0,37800.0,4.47,52.590437011082805,1,0.0,1,1,0,False,False,False,3491+5,,,,,,,,,,,,
287,Ray Olinger,3576_B_BW3,3576,B,BW3,2465.0,O/G Steam,,ERC_REST,Texas,48.0,Collin,85.0,48085.0,138.0,13386.0,1975.0,9999.0,wall,dry,N,Natural Gas,,,,FR + LNB + LNBO + OFA,,,,,,,,,0.006,0.0498,0.0498,0.0498,0.0498,,,,,,,,,,,,Natural Gas,3576.0,33.068055,-96.452481,,,,,,,,,3.419101677638398,117.0,POINT (-96.45248100000001 33.068055),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,7.0,31.878,14088.394842152067,55.2,0.0,37800.0,4.47,50.23809505686759,1,0.0,1,1,0,False,False,False,3576+BW3,,,,,,,,,,,,
289,Ray Olinger,3576_G_4,3576,G,4,2467.0,Combustion Turbine,,ERC_REST,Texas,48.0,Collin,85.0,48085.0,75.0,13568.0,2001.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,3.0,0.05812,0.05812,0.05812,0.05812,,,,,,,,,,,,Natural Gas,3576.0,33.068055,-96.452481,,,,,,,,,3.419101677638398,117.0,POINT (-96.45248100000001 33.068055),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,2.0,25.650000000000002,1914.1840818141395,30.0,0.0,7340.0,15.45,61.84037156219779,0,0.0,1,1,0,False,False,False,3576+4,,,,,,,,,,,,
291,R W Miller,3628_B_3,3628,B,3,2495.0,O/G Steam,,ERC_REST,Texas,48.0,Palo Pinto,363.0,48363.0,200.0,12101.0,1975.0,9999.0,wall,dry,N,"Natural Gas, Distillate Fuel Oil",,,,CM,,,,,,,,,0.8,0.10904,0.10904,0.10904,0.10904,,,,,,,,,,,,Natural Gas,3628.0,32.6581,-98.3103,,,,,,,,,3.419101677638398,117.0,POINT (-98.3103 32.6581),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,7.0,46.2,20417.96353935082,80.0,0.0,37800.0,4.47,45.84454940110225,1,0.0,1,1,0,False,False,False,3628+3,,,,,,,,,,,,
294,Paris Energy Center,50109_G_GEN1,50109,G,GEN1,89668.0,Combined Cycle,,ERC_REST,Texas,48.0,Lamar,277.0,48277.0,78.0,8795.0,1989.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,STM,,,,,,,,,1.09,0.13693,0.13693,0.13693,0.13693,,,,,,,,,,,,Natural Gas,50109.0,33.6968,-95.5577,,,,,,,,,3.419101677638398,117.0,POINT (-95.5577 33.6968),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,49.842,7963.005780346821,31.200000000000003,0.0,13170.0,3.5999999999999996,33.67099925482971,1,0.0,1,1,0,False,False,False,50109+GEN1,,,,,,,,,,,,
295,Paris Energy Center,50109_G_GEN2,50109,G,GEN2,89669.0,Combined Cycle,,ERC_REST,Texas,48.0,Lamar,277.0,48277.0,80.0,8795.0,1989.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,STM,,,,,,,,,1.09,0.13693,0.13693,0.13693,0.13693,,,,,,,,,,,,Natural Gas,50109.0,33.6968,-95.5577,,,,,,,,,3.419101677638398,117.0,POINT (-95.5577 33.6968),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,51.120000000000005,8167.185415740329,32.0,0.0,13170.0,3.5999999999999996,33.67099925482971,1,0.0,1,1,0,False,False,False,50109+GEN2,,,,,,,,,,,,
296,Paris Energy Center,50109_G_GEN3,50109,G,GEN3,,Combined Cycle,,ERC_REST,Texas,48.0,Lamar,277.0,48277.0,78.0,8795.0,1989.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,LNB + STM,,,,,,,,,1.09,0.13693,0.13693,0.13693,0.13693,,,,,,,,,,,,Natural Gas,50109.0,33.6968,-95.5577,,,,,,,,,3.419101677638398,117.0,POINT (-95.5577 33.6968),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,49.842,7963.005780346821,31.200000000000003,0.0,13170.0,3.5999999999999996,33.67099925482971,1,0.0,1,1,0,False,False,False,50109+GEN3,,,,,,,,,,,,
